trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
115,False,"{'a': 0.005, 'e': 0.8391923024206541}",20,0,-57.11802778030684,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
116,False,"{'a': 0.005, 'e': 0.8364626499151869}",25,0,-56.43412403244173,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
117,False,"{'a': 0.005, 'e': 0.8337120858870376}",20,0,-69.77538260621398,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
118,False,"{'a': 0.005, 'e': 0.8309406791001636}",20,0,-10.832431956173448,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
119,False,"{'a': 0.005, 'e': 0.8281484988395901}",20,0,-100.57518052101754,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
120,False,"{'a': 0.005, 'e': 0.8253356149096783}",25,6,-175.89699695016276,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 4}",1
121,False,"{'a': 0.005, 'e': 0.82250209763238}",20,0,-123.12549396178626,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
122,False,"{'a': 0.005, 'e': 0.8196480178454795}",25,0,-122.57295102014989,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
123,False,"{'a': 0.005, 'e': 0.8167734469008229}",30,0,-174.5810295898911,"{0: 15, 1: 7, 2: 4, 3: 2, 4: 2}",0
124,False,"{'a': 0.005, 'e': 0.8138784566625339}",25,0,-143.27775752933837,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
125,False,"{'a': 0.005, 'e': 0.8109631195052179}",20,0,-14.179148613595515,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
126,False,"{'a': 0.005, 'e': 0.8080275083121519}",20,0,-71.44339689992064,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
